Name,X-Coordinate,Y-Coordinate,Tag,Area (ha),Imperv. (%),공원녹지 X,
S04157TTTT,179062.172,551106.7,공공공지,0.09,60,TRUE,100
S04158TTTT,179092.172,551106.7,근린생활시설,0.09,90,FALSE,90
S04159TTTT,179122.172,551106.7,근린생활시설,0.09,90,FALSE,90
S04160TTTT,179152.172,551106.7,자족복합용지,0.09,85,FALSE,85
S04161TTTT,179182.172,551106.7,자족복합용지,0.09,85,FALSE,85
S04162TTTT,179210.609,551104.938,자족복합용지,0.076584,85,FALSE,85
S04163TTTT,179243.391,551108.6,자족복합용지,0.041788,85,FALSE,85
S04164TTFF,179265.453,551110.25,자족복합용지,0.009151,85,FALSE,85
S04165TFTT,179302.984,551106.1,자족시설,0.084794,85,FALSE,85
S04166TTTT,179332.172,551106.7,자족시설,0.09,85,FALSE,85
S04167TTTT,179362.172,551106.7,자족시설,0.09,85,FALSE,85
S04168TTTT,179392.047,551106.8,자족시설,0.089225,85,FALSE,85
S04169TTTT,179407.656,551116.1,녹지,0.001211,0,TRUE,100
S04250FTTF,178850.063,551064.1,유보형복합용지,0.00797,85,FALSE,85
S04252TFFT,178917.844,551081.4,공원,0.037918,15,TRUE,100
S04253TTFF,178934.234,551081.1,공원,0.031318,15,TRUE,100
S04254TFTT,178982.844,551074.25,자족복합용지,0.024079,85,FALSE,85
S04255TTTT,179002.172,551076.7,자족복합용지,0.09,85,FALSE,85
S04256TTTT,179032.172,551076.7,자족복합용지,0.09,85,FALSE,85
S04257TTTT,179062.172,551076.7,자족복합용지,0.09,85,FALSE,85
S04258TTTT,179092.172,551076.7,공공공지,0.09,60,TRUE,100
S04259TTTT,179122.172,551076.7,근린생활시설,0.09,90,FALSE,90
S04260TTTT,179152.172,551076.7,근린생활시설,0.09,90,FALSE,90
S04261TTTT,179182.172,551076.7,근린생활시설,0.09,90,FALSE,90
S04262TTTT,179212.172,551076.7,자족복합용지,0.09,85,FALSE,85
S04263TTTF,179237.875,551077.5,자족복합용지,0.063251,85,FALSE,85
S04264FFTF,179280.484,551067.9,자족시설,0.011996,85,FALSE,85
S04265TFFT,179303.125,551082.938,자족시설,0.031002,85,FALSE,85
S04266TTFT,179333.547,551081.938,자족시설,0.057006,85,FALSE,85
S04267TTFT,179362.719,551077.438,자족시설,0.085178,85,FALSE,85
S04268TTTT,179391.016,551076.9,녹지,0.083029,0,TRUE,100
S04350TTTT,178852.641,551046.25,유보형복합용지,0.086551,85,FALSE,85
S04351FTTT,178880.922,551043.4,유보형복합용지,0.068698,85,FALSE,85
S04352FTTF,178909.4,551037.8,녹지,0.033416,0,TRUE,100
S04353FTFF,178927.688,551034.563,녹지,0.000409,0,TRUE,100
S04354TFFT,178981.344,551056.7,자족복합용지,0.012323,85,FALSE,85
S04355TTFT,179003.844,551052.2,자족복합용지,0.054884,85,FALSE,85
S04356TTTT,179032.641,551047.3,자족복합용지,0.086097,85,FALSE,85
S04357TTTT,179062.172,551046.7,자족복합용지,0.09,85,FALSE,85
S04358TTTT,179092.172,551046.7,자족복합용지,0.09,85,FALSE,85
S04359TTTT,179122.172,551046.7,공공공지,0.09,60,TRUE,100
S04360TTTT,179152.172,551046.7,근린생활시설,0.09,90,FALSE,90
S04361TTTT,179182.172,551046.7,근린생활시설,0.09,90,FALSE,90
S04362TTTT,179212.172,551046.7,근린생활시설,0.09,90,FALSE,90
S04363TTFF,179232.9,551049.5,근린생활시설,0.031125,90,FALSE,90
S04364TFTT,179277.25,551045.438,자족시설,0.058424,85,FALSE,85
S04365FTTT,179301.828,551046.25,자족시설,0.087137,85,FALSE,85
S04366FTTT,179330.859,551042,자족시설,0.060632,85,FALSE,85
S04367FTTF,179359.1,551039.8,자족시설,0.028429,85,FALSE,85
S04368TFTT,179393.141,551048.3,녹지,0.053031,0,TRUE,100
S04449TTTT,178828.063,551015.938,유보형복합용지,0.039196,85,FALSE,85
S04450TTTT,178852.172,551016.7,유보형복합용지,0.09,85,FALSE,85
S04451TTTT,178882.172,551016.7,유보형복합용지,0.09,85,FALSE,85
S04452TTTF,178910.156,551017.563,녹지,0.07713,0,TRUE,100
S04453FFTT,178956.188,551004.1,녹지,0.00053,0,TRUE,100
S04454FTTT,178972.281,551011.2,공동주택,0.055552,65,FALSE,65
S04455FTTF,178999.266,551007.1,공동주택,0.029398,65,FALSE,65
S04456TFFT,179035.625,551021.75,자족복합용지,0.007453,85,FALSE,85
S04457TTFT,179064.6,551024.9,자족복합용지,0.037845,85,FALSE,85
S04458TTFT,179093.391,551019.063,자족복합용지,0.074236,85,FALSE,85
S04459TTTT,179122.172,551016.7,공공공지,0.09,60,TRUE,100
S04460TTTT,179152.172,551016.7,근린생활시설,0.09,90,FALSE,90
S04461TTTT,179182.172,551016.7,근린생활시설,0.09,90,FALSE,90
S04462TTTT,179211.2,551017.4,근린생활시설,0.083571,90,FALSE,90
S04463TTFF,179241.156,551017.6,근린생활시설,0.00496,90,FALSE,90
S04464TFTT,179272.984,551016.1,자족시설,0.084809,85,FALSE,85
S04465TTTT,179302.172,551016.7,자족시설,0.09,85,FALSE,85
S04466TTTT,179332.172,551016.7,자족시설,0.09,85,FALSE,85
S04467TTTF,179358.141,551017,자족시설,0.065657,85,FALSE,85
S04468TFTF,179390.4,551017.8,녹지,0.034727,0,TRUE,100
S04549TTTT,178826.016,550985.5,유보형복합용지,0.0657,85,FALSE,85
S04550TTTT,178852.172,550986.7,유보형복합용지,0.09,85,FALSE,85
S04551TTTT,178882.172,550986.7,유보형복합용지,0.09,85,FALSE,85
S04552TTTF,178905.734,550988.063,녹지,0.050137,0,TRUE,100
S04553FFTT,178953.781,550983.1,녹지,0.017461,0,TRUE,100
S04554TTTT,178972.172,550986.7,공동주택,0.09,65,FALSE,65
S04555TTTT,179002.172,550986.7,공동주택,0.09,65,FALSE,65
S04556FTTT,179031.438,550985.6,공동주택,0.082906,65,FALSE,65
S04557FTTT,179060.484,550980.5,공동주택,0.050784,65,FALSE,65
S04558FTTF,179087.078,550975.563,공동주택,0.016574,65,FALSE,65
S04559TFFT,179126.563,550997.3,근린생활시설,0.020806,90,FALSE,90
S04560TTFT,179153.766,550991.8,근린생활시설,0.057287,90,FALSE,90
S04561TTTT,179182.547,550987.1,근린생활시설,0.087129,90,FALSE,90
S04562TTTF,179206.078,550988.4,근린생활시설,0.051395,90,FALSE,90
S04563FFTT,179252.438,550983.938,자족시설,0.025737,85,FALSE,85
S04564TTTT,179272.172,550986.7,자족시설,0.09,85,FALSE,85
S04565TTTT,179302.172,550986.7,자족시설,0.09,85,FALSE,85
S04566TTTT,179332.172,550986.7,자족시설,0.09,85,FALSE,85
S04567TTTF,179356.766,550987.063,자족시설,0.057475,85,FALSE,85
S04568TFTF,179386.484,550986.4,녹지,0.02791,0,TRUE,100
S04649TFTT,178822.344,550956.563,유보형복합용지,0.088927,85,FALSE,85
S04650TTTT,178852.172,550956.7,유보형복합용지,0.09,85,FALSE,85
S04651TTTT,178882.172,550956.7,유보형복합용지,0.09,85,FALSE,85
S04652TTTF,178901.469,550959.6,녹지,0.023137,0,TRUE,100
S04653TFTT,178949.938,550955.25,녹지,0.042208,0,TRUE,100
S04654TTTT,178972.172,550956.7,공동주택,0.09,65,FALSE,65
S04655TTTT,179002.172,550956.7,공동주택,0.09,65,FALSE,65
S04656TTTT,179032.172,550956.7,공동주택,0.09,65,FALSE,65
S04657TTTT,179062.172,550956.7,공동주택,0.09,65,FALSE,65
S04658TTTT,179092.172,550956.7,공동주택,0.089993,65,FALSE,65
S04659FTTT,179120.984,550953.938,공동주택,0.07217,65,FALSE,65
S04660FTTF,179149.9,550948.438,공동주택,0.037864,65,FALSE,65
S04661TFFT,179182.453,550957,근린생활시설,0.012889,90,FALSE,90
S04662TTFF,179202.2,550967.5,근린생활시설,0.008522,90,FALSE,90
S04663TFFT,179249.938,550963.063,자족시설,0.025627,85,FALSE,85
S04664TTFT,179273.266,550958.5,자족시설,0.077882,85,FALSE,85
S04665TTTT,179302.172,550956.7,자족시설,0.09,85,FALSE,85
S04666TTTT,179332.172,550956.7,자족시설,0.09,85,FALSE,85
S04667TTTF,179355.4,550957.1,자족시설,0.049293,85,FALSE,85
S04668TFTF,179384.5,550956.438,녹지,0.031394,0,TRUE,100
S04727FFTT,178176.469,550917.5,녹지,0.001862,0,TRUE,100
S04728TTTT,178191.734,550919.063,녹지,0.044149,0,TRUE,100
S04729TTTT,178221.719,550917.8,녹지,0.036732,0,TRUE,100
S04730TTTT,178251.734,550916.9,녹지,0.030933,0,TRUE,100
S04731TTTT,178281.641,550915.938,녹지,0.025416,0,TRUE,100
S04732TTTT,178312.016,550915.2,녹지,0.020851,0,TRUE,100
S04733TTTT,178342.734,550915.75,녹지,0.024391,0,TRUE,100
S04734TTTT,178372.625,550916.7,녹지,0.029778,0,TRUE,100
S04735TTTT,178402.563,550917.563,녹지,0.035165,0,TRUE,100
S04736FTTF,178428.438,550918.438,녹지,0.029423,0,TRUE,100
S04749TFTT,178822.172,550926.7,유보형복합용지,0.09,85,FALSE,85
S04750TTTT,178852.172,550926.7,유보형복합용지,0.09,85,FALSE,85
S04751TTTF,178881.313,550927.25,녹지,0.084417,0,TRUE,100
S04752TTFF,178898.25,550938.1,녹지,0.00172,0,TRUE,100
S04753TFTT,178945.891,550925.75,공동주택,0.066955,65,FALSE,65
S04754TTTT,178972.172,550926.7,공동주택,0.09,65,FALSE,65
S04755TTTT,179002.172,550926.7,공동주택,0.09,65,FALSE,65
S04756TTTT,179032.172,550926.7,공동주택,0.09,65,FALSE,65
S04757TTTT,179062.172,550926.7,공동주택,0.09,65,FALSE,65
S04758TTTT,179092.172,550926.7,공동주택,0.09,65,FALSE,65
S04759TTTT,179122.172,550926.7,공동주택,0.09,65,FALSE,65
S04760TTTT,179152.172,550926.7,공동주택,0.09,65,FALSE,65
S04761FTTF,179180.6,550927,공동주택,0.079656,65,FALSE,65
S04762FFTT,179222.781,550917.4,공동주택,0.002038,65,FALSE,65
S04763FTTT,179238.922,550916.2,공동주택,0.023698,65,FALSE,65
S04764FTTF,179270.844,550925,공동주택,0.001763,65,FALSE,65
S04765TFFT,179305.734,550936.5,자족시설,0.026684,85,FALSE,85
S04766TTFT,179333.641,550930.6,자족시설,0.064712,85,FALSE,85
S04767TTFF,179355.063,550927,자족시설,0.042375,85,FALSE,85
S04768TFTT,179382.969,550926.8,녹지,0.033942,0,TRUE,100
S04827TFTT,178175.1,550894.4,녹지,0.011699,0,TRUE,100
S04828TTTT,178192.172,550896.7,공동주택,0.09,65,FALSE,65
S04829TTTT,178222.172,550896.7,공동주택,0.09,65,FALSE,65
S04830TTTT,178252.172,550896.7,공동주택,0.09,65,FALSE,65
S04831TTTT,178282.172,550896.7,공동주택,0.09,65,FALSE,65
S04832TTTT,178312.172,550896.7,공동주택,0.09,65,FALSE,65
S04833TTTT,178342.172,550896.7,공동주택,0.09,65,FALSE,65
S04834TTTT,178372.172,550896.7,공동주택,0.09,65,FALSE,65
S04835TTTT,178402.172,550896.7,공동주택,0.09,65,FALSE,65
S04836TTTF,178428.25,550896.6,공동주택,0.06642,65,FALSE,65
S04849TFFT,178822.688,550901,유보형복합용지,0.063848,85,FALSE,85
S04850TTFT,178852.875,550897.75,유보형복합용지,0.083195,85,FALSE,85
S04851TTTF,178877.2,550897.8,녹지,0.059137,0,TRUE,100
S04852FFTT,178925.609,550887.4,녹지,0.004003,0,TRUE,100
S04853TFTT,178942.531,550896.438,공동주택,0.087699,65,FALSE,65
S04854TTTT,178972.172,550896.7,공동주택,0.09,65,FALSE,65
S04855TTTT,179002.172,550896.7,공동주택,0.09,65,FALSE,65
S04856TTTT,179032.172,550896.7,공동주택,0.09,65,FALSE,65
S04857TTTT,179062.172,550896.7,공동주택,0.09,65,FALSE,65
S04858TTTT,179092.172,550896.7,공동주택,0.09,65,FALSE,65
S04859TTTT,179122.172,550896.7,공동주택,0.09,65,FALSE,65
S04860TTTT,179152.172,550896.7,공동주택,0.09,65,FALSE,65
S04861TTTF,179176.375,550898.063,공동주택,0.05379,65,FALSE,65
S04862TFTT,179222.156,550893.7,공동주택,0.026874,65,FALSE,65
S04863TTTT,179242.172,550896.7,공동주택,0.09,65,FALSE,65
S04864FTTT,179271.344,550895.3,공동주택,0.081029,65,FALSE,65
S04865FTTT,179300.6,550890.3,공동주택,0.050178,65,FALSE,65
S04866FTTF,179327.828,550885.5,공동주택,0.018337,65,FALSE,65
S04867FFFT,179369.328,550906.9,녹지,0.003532,0,TRUE,100
S04868TTFF,179381.656,550906,녹지,0.010229,0,TRUE,100
S04927TFTT,178173.375,550865.5,녹지,0.022405,0,TRUE,100
S04928TTTT,178192.172,550866.7,공동주택,0.09,65,FALSE,65
S04929TTTT,178222.172,550866.7,공동주택,0.09,65,FALSE,65
S04930TTTT,178252.172,550866.7,공동주택,0.09,65,FALSE,65
S04931TTTT,178282.172,550866.7,공동주택,0.09,65,FALSE,65
S04932TTTT,178312.172,550866.7,공동주택,0.09,65,FALSE,65
S04933TTTT,178342.172,550866.7,공동주택,0.09,65,FALSE,65
S04934TTTT,178372.172,550866.7,공동주택,0.09,65,FALSE,65
S04935TTTT,178402.172,550866.7,공동주택,0.09,65,FALSE,65
S04936TTTF,178428.625,550866.6,공동주택,0.06867,65,FALSE,65
S04943FFTT,178642.109,550861.3,공동주택,0.027313,65,FALSE,65
S04944FTTF,178673.188,550857.563,공동주택,0.034868,65,FALSE,65
S04945FFTT,178707.984,550860.2,공동주택,0.022241,65,FALSE,65
S04946FTTT,178732.5,550861.25,공동주택,0.057313,65,FALSE,65
S04947FTTT,178762.469,550862.5,공동주택,0.064883,65,FALSE,65
S04948FTTT,178792.266,550863.6,공동주택,0.071408,65,FALSE,65
S04949FTTT,178821.313,550861.563,공동주택,0.058513,65,FALSE,65
S04950FTTF,178850.969,550859.3,공동주택,0.038686,65,FALSE,65
S04951TFFF,178873.922,550872.25,녹지,0.011775,0,TRUE,100
S04952TFTT,178922.453,550864.4,녹지,0.026448,0,TRUE,100
S04953TTTT,178942.172,550866.7,공동주택,0.09,65,FALSE,65
S04954TTTT,178972.172,550866.7,공동주택,0.09,65,FALSE,65
S04955TTTT,179002.172,550866.7,공동주택,0.09,65,FALSE,65
S04956TTTT,179032.172,550866.7,공동주택,0.09,65,FALSE,65
S04957TTTT,179062.172,550866.7,공동주택,0.09,65,FALSE,65
S04958TTTT,179092.172,550866.7,공동주택,0.09,65,FALSE,65
S04959TTTT,179122.172,550866.7,공동주택,0.09,65,FALSE,65
S04960TTTT,179152.172,550866.7,공동주택,0.09,65,FALSE,65
S04961TTFF,179171.688,550869.8,공동주택,0.024037,65,FALSE,65
S04962TFTT,179217.1,550865.3,공동주택,0.059046,65,FALSE,65
S04963TTTT,179242.172,550866.7,공동주택,0.09,65,FALSE,65
S04964TTTT,179272.172,550866.7,공동주택,0.09,65,FALSE,65
S04965TTTT,179302.172,550866.7,공동주택,0.09,65,FALSE,65
S04966TTTT,179332.172,550866.7,공동주택,0.09,65,FALSE,65
S04967FTTT,179361.109,550864.563,녹지,0.076163,0,TRUE,100
S04968FTTF,179379.3,550861.3,녹지,0.006217,0,TRUE,100
S05027TFTT,178171.609,550835.9,녹지,0.033112,0,TRUE,100
S05028TTTT,178192.172,550836.7,공동주택,0.09,65,FALSE,65
S05029TTTT,178222.172,550836.7,공동주택,0.09,65,FALSE,65
S05030TTTT,178252.172,550836.7,공동주택,0.09,65,FALSE,65
S05031TTFT,178282.125,550836.75,공동주택,0.089643,65,FALSE,65
S05032TTFT,178311.75,550838.3,공동주택,0.079919,65,FALSE,65
S05033TTFT,178341.656,550840.6,공동주택,0.066054,65,FALSE,65
S05034TTFT,178371.6,550842.8,공동주택,0.052474,65,FALSE,65
S05035TTFT,178402.172,550840.9,공동주택,0.048076,65,FALSE,65
S05036TTFF,178429.516,550836.7,공동주택,0.039493,65,FALSE,65
S05037FFTT,178471.125,550826.7,녹지,0.011482,0,TRUE,100
S05038FTTT,178493.078,550828.4,공동주택,0.039693,65,FALSE,65
S05039FTTT,178522.828,550830.75,공동주택,0.053889,65,FALSE,65
S05040FTTT,178552.7,550833.063,공동주택,0.068084,65,FALSE,65
S05041FTTT,178582.609,550835.438,공동주택,0.08228,65,FALSE,65
S05042FTTT,178612.172,550836.7,공동주택,0.089986,65,FALSE,65
S05043TTTT,178642.172,550836.7,공동주택,0.09,65,FALSE,65
S05044TTTT,178672.172,550836.7,공동주택,0.09,65,FALSE,65
S05045FTTF,178702.563,550836.6,공동주택,0.040301,65,FALSE,65
S05046TTTT,178732.172,550836.7,공동주택,0.09,65,FALSE,65
S05047TTTT,178762.172,550836.7,공동주택,0.09,65,FALSE,65
S05048TTTT,178792.172,550836.7,공동주택,0.09,65,FALSE,65
S05049TTTT,178822.172,550836.7,공동주택,0.09,65,FALSE,65
S05050TTTT,178852.172,550836.7,녹지,0.09,0,TRUE,100
S05051FTFF,178870.8,550840.063,녹지,0.018815,0,TRUE,100
S05052TFTT,178918.484,550835.5,공동주택,0.051195,65,FALSE,65
S05053TTTT,178942.172,550836.7,공동주택,0.09,65,FALSE,65
S05054TTTT,178972.172,550836.7,공동주택,0.09,65,FALSE,65
S05055TTTT,179002.172,550836.7,공동주택,0.09,65,FALSE,65
S05056TTTT,179032.172,550836.7,공동주택,0.09,65,FALSE,65
S05057TTTT,179062.172,550836.7,공동주택,0.09,65,FALSE,65
S05058TTTT,179092.172,550836.7,공동주택,0.09,65,FALSE,65
S05059TTTT,179122.172,550836.7,공동주택,0.09,65,FALSE,65
S05060TTTF,179151.078,550837.4,공동주택,0.082875,65,FALSE,65
S05061FFTT,179188.953,550832.063,공동주택,0.006064,65,FALSE,65
S05062TFTT,179212.7,550836.3,공동주택,0.086564,65,FALSE,65
S05063TTTT,179242.172,550836.7,공동주택,0.09,65,FALSE,65
S05064TTTT,179272.172,550836.7,공동주택,0.09,65,FALSE,65
S05065TTTT,179302.172,550836.7,공동주택,0.09,65,FALSE,65
S05066TTTT,179332.172,550836.7,공동주택,0.09,65,FALSE,65
S05067TTTT,179360.625,550836.2,녹지,0.07979,0,TRUE,100
S05068TTTT,179378.781,550824.8,녹지,0.002154,0,TRUE,100
S05127TFFT,178170.031,550812.2,녹지,0.025838,0,TRUE,100
S05128TTFT,178192.016,550812.6,공동주택,0.048637,65,FALSE,65
S05129TTFF,178222.172,550808.9,공동주택,0.047967,65,FALSE,65
S05130FFTT,178252.172,550804.8,공동주택,0.047985,65,FALSE,65
S05131FTTT,178282.266,550800.938,공동주택,0.048361,65,FALSE,65
S05132FTTT,178312.781,550801.438,공동주택,0.058102,65,FALSE,65
S05133FTTT,178342.656,550803.75,공동주택,0.071985,65,FALSE,65
S05134FTTT,178372.531,550806,공동주택,0.085584,65,FALSE,65
S05135TTTT,178402.172,550806.7,공동주택,0.09,65,FALSE,65
S05136FTTF,178429.891,550806.7,공동주택,0.076285,65,FALSE,65
S05137TFTT,178469.719,550806.563,녹지,0.044755,0,TRUE,100
S05138TTTT,178492.172,550806.7,공동주택,0.09,65,FALSE,65
S05139TTTT,178522.172,550806.7,공동주택,0.09,65,FALSE,65
S05140TTTT,178552.172,550806.7,공동주택,0.09,65,FALSE,65
S05141TTTT,178582.172,550806.7,공동주택,0.09,65,FALSE,65
S05142TTTT,178612.172,550806.7,공동주택,0.09,65,FALSE,65
S05143TTTT,178642.172,550806.7,공동주택,0.09,65,FALSE,65
S05144TTTT,178672.172,550806.7,공동주택,0.09,65,FALSE,65
S05145TTTF,178696.859,550806.6,공동주택,0.0418,65,FALSE,65
S05146TTTT,178732.172,550806.7,공동주택,0.09,65,FALSE,65
S05147TTTT,178762.172,550806.7,공동주택,0.09,65,FALSE,65
S05148TTTT,178792.172,550806.7,공동주택,0.09,65,FALSE,65
S05149TTTT,178822.172,550806.7,공동주택,0.09,65,FALSE,65
S05150TTTF,178851.016,550807.4,녹지,0.082581,0,TRUE,100
S05151TTFF,178867.844,550819.3,녹지,0.000719,0,TRUE,100
S05152TFTT,178914.4,550805.9,공동주택,0.075942,65,FALSE,65
S05153TTTT,178942.172,550806.7,공동주택,0.09,65,FALSE,65
S05154TTTT,178972.172,550806.7,공동주택,0.09,65,FALSE,65
S05155TTTT,179002.172,550806.7,공동주택,0.09,65,FALSE,65
S05156TTTT,179032.172,550806.7,공동주택,0.09,65,FALSE,65
S05157TTFT,179062.172,550806.7,공동주택,0.09,65,FALSE,65
S05158TTFT,179092.031,550806.9,공동주택,0.088763,65,FALSE,65
S05159TTFT,179121.719,550808.8,공동주택,0.076893,65,FALSE,65
S05160TTFF,179146.9,550811.4,공동주택,0.042846,65,FALSE,65
S05161TFTT,179191.188,550804.3,공동주택,0.03339,65,FALSE,65
S05162TTTT,179212.172,550806.7,공동주택,0.09,65,FALSE,65
S05163TTTT,179242.172,550806.7,공동주택,0.09,65,FALSE,65
S05164TTTT,179272.172,550806.7,공동주택,0.09,65,FALSE,65
S05165TTTT,179302.172,550806.7,공동주택,0.09,65,FALSE,65
S05166TTTT,179332.172,550806.7,공동주택,0.09,65,FALSE,65
S05167TTTT,179362.172,550806.7,녹지,0.09,0,TRUE,100
S05168TTTT,179378.891,550806.8,녹지,0.010326,0,TRUE,100
S05227FFTT,178168.7,550775.2,녹지,0.047276,0,TRUE,100
S05228FTTT,178192.266,550776.563,공동주택,0.089312,65,FALSE,65
S05229TTTT,178222.172,550776.7,공동주택,0.09,65,FALSE,65
S05230TTTT,178252.172,550776.7,공동주택,0.09,65,FALSE,65
S05231TTTT,178282.172,550776.7,공동주택,0.09,65,FALSE,65
S05232TTTT,178312.172,550776.7,공동주택,0.09,65,FALSE,65
S05233TTTT,178342.172,550776.7,공동주택,0.09,65,FALSE,65
S05234TTTT,178372.172,550776.7,공동주택,0.09,65,FALSE,65
S05235TTTT,178402.172,550776.7,공동주택,0.09,65,FALSE,65
S05236TTTF,178429.8,550776.7,공동주택,0.075695,65,FALSE,65
S05237TFTT,178469.281,550776.563,녹지,0.047327,0,TRUE,100
S05238TTTT,178492.172,550776.7,공동주택,0.09,65,FALSE,65
S05239TTTT,178522.172,550776.7,공동주택,0.09,65,FALSE,65
S05240TTTT,178552.172,550776.7,공동주택,0.09,65,FALSE,65
S05241TTTT,178582.172,550776.7,공동주택,0.09,65,FALSE,65
S05242TTTT,178612.172,550776.7,공동주택,0.09,65,FALSE,65
S05243TTTT,178642.172,550776.7,공동주택,0.09,65,FALSE,65
S05244TTTT,178672.172,550776.7,공동주택,0.09,65,FALSE,65
S05245TTFF,178695.609,550775.938,공동주택,0.050247,65,FALSE,65
S05246TFTT,178733.3,550777.1,공동주택,0.083052,65,FALSE,65
S05247TTTT,178762.172,550776.7,공동주택,0.09,65,FALSE,65
S05248TTTT,178792.172,550776.7,공동주택,0.09,65,FALSE,65
S05249TTTT,178822.172,550776.7,공동주택,0.09,65,FALSE,65
S05250TTTF,178846.969,550777.8,녹지,0.057781,0,TRUE,100
S05251FFFT,178894.953,550771.938,녹지,0.009637,0,TRUE,100
S05252TTFT,178911.859,550777.25,공동주택,0.086402,65,FALSE,65
S05253TTFT,178941.688,550779.5,공동주택,0.072775,65,FALSE,65
S05254TTFT,178971.563,550781.9,공동주택,0.058461,65,FALSE,65
S05255TTFT,179002.031,550782.438,공동주택,0.048232,65,FALSE,65
S05256TTFF,179032.109,550778.7,공동주택,0.04663,65,FALSE,65
S05261TFTT,179186.031,550775.438,공동주택,0.065562,65,FALSE,65
S05262TTTT,179212.172,550776.7,공동주택,0.09,65,FALSE,65
S05263TTTT,179242.172,550776.7,공동주택,0.09,65,FALSE,65
S05264TTTT,179272.172,550776.7,공동주택,0.09,65,FALSE,65
S05265TTTT,179302.172,550776.7,공동주택,0.09,65,FALSE,65
S05266TTTT,179332.156,550776.7,공동주택,0.089926,65,FALSE,65
S05267TTTT,179361.7,550779.063,녹지,0.075406,0,TRUE,100
S05268TTTT,179378.484,550784.6,녹지,0.004136,0,TRUE,100
S05327TTTT,178167.078,550746.3,녹지,0.060457,0,TRUE,100
S05328TTTT,178192.172,550746.7,공동주택,0.09,65,FALSE,65
S05329TTTT,178222.172,550746.7,공동주택,0.09,65,FALSE,65
S05330TTTT,178252.172,550746.7,공동주택,0.09,65,FALSE,65
S05331TTTT,178282.172,550746.7,공동주택,0.09,65,FALSE,65
S05332TTTT,178312.172,550746.7,공동주택,0.09,65,FALSE,65
S05333TTTT,178342.172,550746.7,공동주택,0.09,65,FALSE,65
S05334TTTT,178372.172,550746.7,공동주택,0.09,65,FALSE,65
S05335TTTT,178402.172,550746.7,공동주택,0.09,65,FALSE,65
S05336TTTF,178429.688,550746.7,공동주택,0.075105,65,FALSE,65
S05337TFTT,178468.859,550746.563,녹지,0.049898,0,TRUE,100
S05338TTTT,178492.172,550746.7,공동주택,0.09,65,FALSE,65
S05339TTTT,178522.172,550746.7,공동주택,0.09,65,FALSE,65
S05340TTFT,178551.766,550747.563,공동주택,0.08441,65,FALSE,65
S05341TTFT,178581.641,550750.063,공동주택,0.069703,65,FALSE,65
S05342TTFT,178611.5,550752.5,공동주택,0.054868,65,FALSE,65
S05343TTFT,178641.531,550754.438,공동주택,0.040979,65,FALSE,65
S05344TTFF,178672.25,550749.3,공동주택,0.038612,65,FALSE,65
S05346TFTT,178733.7,550745.938,공동주택,0.079883,65,FALSE,65
S05347TTTT,178762.172,550746.7,공동주택,0.09,65,FALSE,65
S05348TTTT,178792.172,550746.7,공동주택,0.09,65,FALSE,65
S05349TTTT,178822.172,550746.7,공동주택,0.09,65,FALSE,65
S05350TTTF,178842.828,550748.7,녹지,0.032262,0,TRUE,100
S05351FFTT,178893.063,550738.938,근린생활시설,0.012625,90,FALSE,90
S05352FTTT,178907.266,550740.4,근린생활시설,0.025489,90,FALSE,90
S05353FTFT,178942.547,550741.9,근린생활시설,0.060905,90,FALSE,90
S05354FTFF,178971.938,550744.5,근린생활시설,0.044278,90,FALSE,90
S05360FFTT,179157.922,550743.6,공동주택,0.011833,65,FALSE,65
S05361TTTT,179182.344,550746.563,공동주택,0.088916,65,FALSE,65
S05362TTTT,179212.172,550746.7,공동주택,0.09,65,FALSE,65
S05363TTTT,179242.172,550746.7,공동주택,0.09,65,FALSE,65
S05364TTTT,179272.172,550746.7,공원,0.09,15,TRUE,100
S05365TTTT,179301.078,550748,공원,0.080612,15,TRUE,100
S05366TTTT,179326.484,550755.438,공원,0.026201,15,TRUE,100
S05427TTTT,178165.422,550716.3,공동주택,0.070372,65,FALSE,65
S05428TTTT,178192.172,550716.7,공동주택,0.09,65,FALSE,65
S05429TTTT,178222.172,550716.7,공동주택,0.09,65,FALSE,65
S05430TTTT,178252.172,550716.7,공동주택,0.09,65,FALSE,65
S05431TTTT,178282.172,550716.7,공동주택,0.09,65,FALSE,65
S05432TTTT,178312.172,550716.7,공동주택,0.09,65,FALSE,65
S05433TTTT,178342.172,550716.7,공동주택,0.09,65,FALSE,65
S05434TTTT,178372.172,550716.7,공동주택,0.09,65,FALSE,65
S05435TTTT,178402.172,550716.7,공동주택,0.09,65,FALSE,65
S05436TTTF,178429.031,550717.1,공동주택,0.07089,65,FALSE,65
S05437TFFT,178469.547,550722.1,공동주택,0.021273,65,FALSE,65
S05438TTFT,178490.344,550720.3,공동주택,0.034905,65,FALSE,65
S05439TTFF,178524.266,550714.063,공동주택,0.028068,65,FALSE,65
S05446TFTT,178732.172,550716.7,공동주택,0.09,65,FALSE,65
S05447TTTT,178762.172,550716.7,공동주택,0.09,65,FALSE,65
S05448TTTT,178792.172,550716.7,공동주택,0.09,65,FALSE,65
S05449TTTT,178822.063,550716.8,녹지,0.089291,0,TRUE,100
S05450TTFF,178839.344,550724.063,녹지,0.007452,0,TRUE,100
